1000, 32824, 1, 0, 0
1000, 30640, 0, 0, 0
2000, 29407, 0, 0, 0
2001, 31436, 1, 0, 0
3000, 30325, 0, 0, 0
3000, 32555, 1, 0, 0
4000, 33639, 1, 0, 0
4000, 31237, 0, 0, 0
5000, 31270, 0, 0, 0
5000, 33615, 1, 0, 0
6007, 31020, 0, 0, 0
6008, 33301, 1, 0, 0
7000, 30334, 0, 0, 0
7000, 32965, 1, 0, 0
8000, 30331, 0, 0, 0
8000, 32910, 1, 0, 0
9000, 30910, 0, 0, 0
9001, 33373, 1, 0, 0
10000, 28665, 0, 0, 0
10002, 30940, 1, 0, 0
11000, 26833, 0, 0, 0
11000, 29341, 1, 0, 0
12000, 25684, 0, 0, 0
12000, 27675, 1, 0, 0
13000, 28051, 0, 0, 0
13000, 30012, 1, 0, 0
14000, 26173, 0, 0, 0
14001, 28150, 1, 0, 0
15000, 28166, 0, 0, 0
15000, 30742, 1, 0, 0
16000, 29990, 0, 0, 0
16000, 32201, 1, 0, 0
17000, 29751, 0, 0, 0
17001, 32017, 1, 0, 0
18000, 29586, 0, 0, 0
18000, 32104, 1, 0, 0
19000, 29986, 0, 0, 0
19000, 32522, 1, 0, 0
20000, 32285, 1, 0, 0
20000, 29537, 0, 0, 0
21000, 25626, 0, 0, 0
21000, 28396, 1, 0, 0
22000, 31768, 0, 0, 0
22001, 34277, 1, 0, 0
23000, 31555, 0, 0, 0
23001, 33958, 1, 0, 0
24000, 29864, 0, 0, 0
24000, 32393, 1, 0, 0
25000, 31409, 0, 0, 0
25000, 33702, 1, 0, 0
26000, 33646, 1, 0, 0
26000, 31425, 0, 0, 0
27000, 30526, 0, 0, 0
27000, 32267, 1, 0, 0
28000, 28380, 0, 0, 0
28000, 30841, 1, 0, 0
29000, 29040, 0, 0, 0
29000, 31121, 1, 0, 0
30000, 31836, 1, 0, 0
30000, 29961, 0, 0, 0
31000, 29338, 0, 0, 0
31001, 31737, 1, 0, 0
32000, 29434, 0, 0, 0
32000, 30871, 1, 0, 0
33000, 32640, 1, 0, 0
33000, 30023, 0, 0, 0
34000, 28126, 0, 0, 0
34001, 30505, 1, 0, 0
35000, 31844, 1, 0, 0
35000, 29138, 0, 0, 0
36000, 28729, 0, 0, 0
36002, 31101, 1, 0, 0
37000, 28440, 1, 0, 0
37000, 26058, 0, 0, 0
38000, 29002, 1, 0, 0
38000, 27149, 0, 0, 0
39000, 27299, 0, 0, 0
39000, 29569, 1, 0, 0
40000, 22913, 0, 0, 0
40000, 25013, 1, 0, 0
41000, 24718, 1, 0, 0
41000, 22861, 0, 0, 0
42000, 27964, 1, 0, 0
42000, 25692, 0, 0, 0
43000, 28804, 0, 0, 0
43000, 30986, 1, 0, 0
44000, 28981, 0, 0, 0
44001, 31047, 1, 0, 0
45003, 30019, 0, 0, 0
45003, 32468, 1, 0, 0
46000, 29894, 0, 0, 0
46000, 31665, 1, 0, 0
47000, 28802, 0, 0, 0
47000, 30468, 1, 0, 0
48000, 28947, 0, 0, 0
48001, 31248, 1, 0, 0
49000, 29320, 0, 0, 0
49001, 31857, 1, 0, 0
50000, 27729, 0, 0, 0
50000, 30009, 1, 0, 0
51000, 29926, 0, 0, 0
51000, 32091, 1, 0, 0
52000, 27893, 0, 0, 0
52001, 30213, 1, 0, 0
53000, 32483, 1, 0, 0
53000, 29902, 0, 0, 0
54000, 31564, 1, 0, 0
54000, 29106, 0, 0, 0
55000, 28902, 0, 0, 0
55001, 31149, 1, 0, 0
56000, 28481, 0, 0, 0
56000, 31036, 1, 0, 0
57000, 31319, 1, 0, 0
57000, 28727, 0, 0, 0
58000, 29579, 1, 0, 0
58000, 27159, 0, 0, 0
59000, 26967, 0, 0, 0
59000, 28706, 1, 0, 0
60000, 28225, 0, 0, 0
60000, 30387, 1, 0, 0
