4000, 29184, 0, 0, 0
4000, 14560, 1, 0, 0
8000, 28031, 0, 0, 0
8000, 13695, 1, 0, 0
12000, 29156, 0, 0, 0
12000, 14400, 1, 0, 0
16000, 31699, 0, 0, 0
16000, 15387, 1, 0, 0
20000, 30239, 0, 0, 0
20000, 15091, 1, 0, 0
24000, 29715, 0, 0, 0
24000, 14683, 1, 0, 0
28000, 26560, 0, 0, 0
28000, 13272, 1, 0, 0
32000, 29747, 0, 0, 0
32000, 13903, 1, 0, 0
36000, 30512, 0, 0, 0
36000, 14752, 1, 0, 0
40000, 29095, 0, 0, 0
40000, 14667, 1, 0, 0
44000, 30588, 0, 0, 0
44000, 15236, 1, 0, 0
48000, 26494, 0, 0, 0
48000, 12995, 1, 0, 0
52000, 29036, 0, 0, 0
52000, 14172, 1, 0, 0
56000, 27370, 0, 0, 0
56000, 13859, 1, 0, 0
