1000, 44848, 0, 0, 0
1000, 23600, 1, 0, 0
2000, 43248, 0, 0, 0
2000, 21664, 1, 0, 0
3000, 42842, 0, 0, 0
3000, 20324, 1, 0, 0
4000, 43104, 0, 0, 0
4000, 20832, 1, 0, 0
5000, 43035, 0, 0, 0
5000, 20868, 1, 0, 0
6000, 44032, 0, 0, 0
6000, 21312, 1, 0, 0
7000, 44764, 0, 0, 0
7000, 22182, 1, 0, 0
8000, 44464, 0, 0, 0
8000, 22512, 1, 0, 0
9000, 44284, 0, 0, 0
9000, 21893, 1, 0, 0
10000, 43040, 0, 0, 0
10000, 21328, 1, 0, 0
11000, 44300, 0, 0, 0
11000, 20340, 1, 0, 0
12000, 43888, 0, 0, 0
12000, 22496, 1, 0, 0
13001, 43168, 0, 0, 0
13001, 21504, 1, 0, 0
14000, 43131, 0, 0, 0
14000, 21333, 1, 0, 0
15000, 43547, 0, 0, 0
15000, 21093, 1, 0, 0
16000, 46272, 0, 0, 0
16000, 22928, 1, 0, 0
17000, 43067, 0, 0, 0
17000, 21541, 1, 0, 0
18000, 42336, 0, 0, 0
18000, 21568, 1, 0, 0
19001, 43264, 0, 0, 0
19001, 20768, 1, 0, 0
20000, 44204, 0, 0, 0
20000, 21685, 1, 0, 0
21000, 46368, 0, 0, 0
21000, 20512, 1, 0, 0
22000, 44380, 0, 0, 0
22000, 21493, 1, 0, 0
23000, 44976, 0, 0, 0
23000, 21056, 1, 0, 0
24000, 43531, 0, 0, 0
24000, 21717, 1, 0, 0
25000, 42480, 0, 0, 0
25000, 22496, 1, 0, 0
26000, 44316, 0, 0, 0
26000, 22262, 1, 0, 0
27000, 44512, 0, 0, 0
27000, 20832, 1, 0, 0
28000, 46304, 0, 0, 0
28000, 23488, 1, 0, 0
29000, 45037, 0, 0, 0
29000, 23511, 1, 0, 0
30000, 43280, 0, 0, 0
30000, 19984, 1, 0, 0
31000, 42394, 0, 0, 0
31000, 21701, 1, 0, 0
32000, 42768, 0, 0, 0
32000, 20256, 1, 0, 0
33000, 42810, 0, 0, 0
33000, 21237, 1, 0, 0
34000, 42944, 0, 0, 0
34000, 21696, 1, 0, 0
35000, 43211, 0, 0, 0
35000, 19715, 1, 0, 0
36000, 42378, 0, 0, 0
36000, 21669, 1, 0, 0
37000, 42912, 0, 0, 0
37000, 22016, 1, 0, 0
38000, 44172, 0, 0, 0
38000, 22166, 1, 0, 0
39000, 44400, 0, 0, 0
39000, 21440, 1, 0, 0
40000, 44284, 0, 0, 0
40000, 22118, 1, 0, 0
41000, 43339, 0, 0, 0
41000, 20500, 1, 0, 0
42000, 43424, 0, 0, 0
42000, 21104, 1, 0, 0
43000, 45549, 0, 0, 0
43000, 23703, 1, 0, 0
44000, 45872, 0, 0, 0
44000, 23184, 1, 0, 0
45000, 42618, 0, 0, 0
45000, 20276, 1, 0, 0
46000, 40336, 0, 0, 0
46000, 19376, 1, 0, 0
47000, 40360, 0, 0, 0
47000, 20532, 1, 0, 0
48000, 44800, 0, 0, 0
48000, 21616, 1, 0, 0
49000, 44704, 0, 0, 0
49000, 22880, 1, 0, 0
50000, 44524, 0, 0, 0
50000, 21301, 1, 0, 0
51000, 43408, 0, 0, 0
51000, 21472, 1, 0, 0
52000, 43307, 0, 0, 0
52000, 20724, 1, 0, 0
53000, 43248, 0, 0, 0
53000, 21968, 1, 0, 0
54000, 42922, 0, 0, 0
54000, 22086, 1, 0, 0
55000, 42368, 0, 0, 0
55000, 21488, 1, 0, 0
56000, 42426, 0, 0, 0
56000, 20884, 1, 0, 0
57000, 42896, 0, 0, 0
57000, 21616, 1, 0, 0
58000, 43403, 0, 0, 0
58000, 20756, 1, 0, 0
59000, 42880, 0, 0, 0
59000, 22032, 1, 0, 0
60000, 43179, 0, 0, 0
60000, 22470, 1, 0, 0
