1000, 296554, 0, 0, 0
1000, 147606, 1, 0, 0
2000, 147679, 1, 0, 0
2000, 290359, 0, 0, 0
3000, 286535, 0, 0, 0
3000, 146788, 1, 0, 0
4000, 148007, 1, 0, 0
4000, 292684, 0, 0, 0
5000, 138456, 1, 0, 0
5000, 274949, 0, 0, 0
6000, 308615, 0, 0, 0
6000, 156182, 1, 0, 0
7000, 160946, 1, 0, 0
7000, 306789, 0, 0, 0
8000, 282901, 0, 0, 0
8000, 131316, 1, 0, 0
9000, 273044, 0, 0, 0
9000, 127609, 1, 0, 0
10000, 266503, 0, 0, 0
10002, 127291, 1, 0, 0
11000, 125717, 1, 0, 0
11000, 260889, 0, 0, 0
12000, 132788, 1, 0, 0
12000, 280743, 0, 0, 0
13000, 270965, 0, 0, 0
13000, 127926, 1, 0, 0
14000, 276991, 0, 0, 0
14001, 130692, 1, 0, 0
15000, 269064, 0, 0, 0
15000, 125024, 1, 0, 0
16000, 131126, 1, 0, 0
16000, 279068, 0, 0, 0
17000, 273524, 0, 0, 0
17000, 128608, 1, 0, 0
18000, 271889, 0, 0, 0
18001, 123400, 1, 0, 0
19000, 121931, 1, 0, 0
19000, 260051, 0, 0, 0
20000, 121275, 1, 0, 0
20000, 258398, 0, 0, 0
21000, 247089, 0, 0, 0
21000, 120148, 1, 0, 0
22000, 288577, 0, 0, 0
22000, 147425, 1, 0, 0
23000, 290606, 0, 0, 0
23000, 152591, 1, 0, 0
24000, 289972, 0, 0, 0
24000, 146916, 1, 0, 0
25000, 137262, 1, 0, 0
25000, 277461, 0, 0, 0
26000, 282520, 0, 0, 0
26000, 136917, 1, 0, 0
27000, 132364, 1, 0, 0
27000, 273805, 0, 0, 0
28000, 267353, 0, 0, 0
28000, 130729, 1, 0, 0
29000, 281972, 0, 0, 0
29000, 139090, 1, 0, 0
30000, 272351, 0, 0, 0
30000, 135059, 1, 0, 0
31000, 289189, 0, 0, 0
31000, 171054, 1, 0, 0
32000, 296508, 0, 0, 0
32000, 146145, 1, 0, 0
33000, 152472, 1, 0, 0
33000, 280059, 0, 0, 0
34000, 273780, 0, 0, 0
34000, 127071, 1, 0, 0
35000, 266345, 0, 0, 0
35002, 125306, 1, 0, 0
36000, 272231, 0, 0, 0
36000, 128961, 1, 0, 0
37000, 271926, 0, 0, 0
37000, 126346, 1, 0, 0
38000, 294543, 0, 0, 0
38001, 129084, 1, 0, 0
39000, 264593, 0, 0, 0
39000, 127344, 1, 0, 0
40000, 125505, 1, 0, 0
40000, 269872, 0, 0, 0
41000, 116817, 1, 0, 0
41000, 252959, 0, 0, 0
42000, 244631, 0, 0, 0
42000, 125906, 1, 0, 0
43000, 292909, 0, 0, 0
43000, 154729, 1, 0, 0
44000, 273361, 0, 0, 0
44000, 134783, 1, 0, 0
45000, 135772, 1, 0, 0
45000, 283516, 0, 0, 0
46000, 143574, 1, 0, 0
46000, 284636, 0, 0, 0
47000, 284297, 0, 0, 0
47000, 144454, 1, 0, 0
48000, 285268, 0, 0, 0
48000, 137759, 1, 0, 0
49000, 281405, 0, 0, 0
49000, 143475, 1, 0, 0
50000, 279840, 0, 0, 0
50000, 134619, 1, 0, 0
51000, 278946, 0, 0, 0
51000, 135262, 1, 0, 0
52000, 140336, 1, 0, 0
52000, 280506, 0, 0, 0
53000, 276584, 0, 0, 0
53000, 132985, 1, 0, 0
54000, 276005, 0, 0, 0
54000, 133239, 1, 0, 0
55000, 127324, 1, 0, 0
55000, 271473, 0, 0, 0
56000, 125178, 1, 0, 0
56000, 264816, 0, 0, 0
57000, 263770, 0, 0, 0
57000, 123815, 1, 0, 0
58000, 260638, 0, 0, 0
58001, 123049, 1, 0, 0
59000, 261571, 0, 0, 0
59000, 117039, 1, 0, 0
60000, 269082, 0, 0, 0
60000, 124303, 1, 0, 0
