1000, 43936, 0, 0, 0
1000, 23088, 1, 0, 0
2000, 44528, 0, 0, 0
2000, 22528, 1, 0, 0
3000, 41065, 0, 0, 0
3000, 19395, 1, 0, 0
4000, 37952, 0, 0, 0
4000, 18288, 1, 0, 0
5000, 40872, 0, 0, 0
5000, 19251, 1, 0, 0
6000, 42960, 0, 0, 0
6000, 21600, 1, 0, 0
7000, 45376, 0, 0, 0
7000, 22080, 1, 0, 0
8000, 43915, 0, 0, 0
8000, 21829, 1, 0, 0
9000, 43307, 0, 0, 0
9000, 22022, 1, 0, 0
10000, 43344, 0, 0, 0
10000, 21408, 1, 0, 0
11000, 45648, 0, 0, 0
11000, 20976, 1, 0, 0
12000, 42666, 0, 0, 0
12000, 21493, 1, 0, 0
13000, 43616, 0, 0, 0
13000, 21888, 1, 0, 0
14000, 43739, 0, 0, 0
14000, 21733, 1, 0, 0
15000, 43232, 0, 0, 0
15000, 20880, 1, 0, 0
16000, 44588, 0, 0, 0
16000, 22230, 1, 0, 0
17000, 45472, 0, 0, 0
17000, 22864, 1, 0, 0
18000, 44640, 0, 0, 0
18000, 22944, 1, 0, 0
19000, 43467, 0, 0, 0
19000, 20708, 1, 0, 0
20000, 42880, 0, 0, 0
20000, 20640, 1, 0, 0
21000, 46510, 0, 0, 0
21000, 20884, 1, 0, 0
22000, 45632, 0, 0, 0
22000, 21696, 1, 0, 0
23000, 43195, 0, 0, 0
23000, 20516, 1, 0, 0
24000, 43136, 0, 0, 0
24000, 21456, 1, 0, 0
25000, 43712, 0, 0, 0
25000, 22896, 1, 0, 0
26000, 42954, 0, 0, 0
26000, 21557, 1, 0, 0
27000, 44976, 0, 0, 0
27000, 21568, 1, 0, 0
28000, 45901, 0, 0, 0
28000, 22854, 1, 0, 0
29000, 44560, 0, 0, 0
29000, 22816, 1, 0, 0
30000, 39943, 0, 0, 0
30000, 18786, 1, 0, 0
31000, 39648, 0, 0, 0
31000, 19712, 1, 0, 0
32001, 42352, 0, 0, 0
32001, 21216, 1, 0, 0
33000, 44636, 0, 0, 0
33000, 21685, 1, 0, 0
34000, 42704, 0, 0, 0
34000, 21376, 1, 0, 0
35000, 43307, 0, 0, 0
35000, 20436, 1, 0, 0
36000, 42416, 0, 0, 0
36000, 21088, 1, 0, 0
37000, 44796, 0, 0, 0
37000, 22870, 1, 0, 0
38000, 42688, 0, 0, 0
38000, 21936, 1, 0, 0
39000, 43259, 0, 0, 0
39000, 20676, 1, 0, 0
40000, 42736, 0, 0, 0
40000, 21664, 1, 0, 0
41000, 43563, 0, 0, 0
41000, 20212, 1, 0, 0
42000, 44656, 0, 0, 0
42000, 21568, 1, 0, 0
43000, 43760, 0, 0, 0
43000, 23408, 1, 0, 0
44000, 45837, 0, 0, 0
44000, 22454, 1, 0, 0
45000, 45072, 0, 0, 0
45000, 22288, 1, 0, 0
46000, 46878, 0, 0, 0
46000, 22198, 1, 0, 0
47000, 42656, 0, 0, 0
47000, 21648, 1, 0, 0
48000, 47583, 0, 0, 0
48000, 23015, 1, 0, 0
49000, 45968, 0, 0, 0
49000, 23600, 1, 0, 0
50000, 46398, 0, 0, 0
50000, 22022, 1, 0, 0
51000, 41328, 0, 0, 0
51000, 20384, 1, 0, 0
52000, 43499, 0, 0, 0
52000, 20996, 1, 0, 0
53000, 41632, 0, 0, 0
53000, 20960, 1, 0, 0
54000, 41424, 0, 0, 0
54000, 21344, 1, 0, 0
55000, 43083, 0, 0, 0
55000, 21861, 1, 0, 0
56000, 45824, 0, 0, 0
56000, 22736, 1, 0, 0
57000, 43051, 0, 0, 0
57000, 21733, 1, 0, 0
58000, 44320, 0, 0, 0
58000, 21136, 1, 0, 0
59000, 45725, 0, 0, 0
59000, 23607, 1, 0, 0
